audio,transcript,transcription
1043664892_430409_430412_34142,AZE 43198371,AZE 43198371
1043664892_430437_430438_33330,AZE 25393886,AZE 25393886
1043664892_430451_430452_34743,AA 3688563,AA 3688563
1043664892_430453_430454_34518,AA 9774967,AA 9774967
1043664892_430457_430460_33032,S9Q3XJ5,S9Q3XJ5
1043664892_430469_430472_33676,AZE 22699261,AZE 22699261
1043664892_430482_430485_32929,2K97FHW,2K97FHW
860296669_430486_430502_33106,60HYCY7,60HYCY7
1043664892_430504_430506_32463,DD5VEOH,DD5VEOH
1043664892_430515_430516_33592,AZE 37788343,AZE 37788343
860296669_430531_430537_34064,AZE 93588979,AZE 93588979
1043664892_430582_430583_33081,DML9292,DML9292
860296669_430626_430632_33875,AZE 13113141,AZE 13113141
1043664892_430640_430641_32696,412KE8Y,412KE8Y
1043664892_430690_430691_34974,AA 9525221,AA 9525221
1043664892_430694_430695_34732,AA 5326215,AA 5326215
860296669_430893_430894_32983,9008545,9008545
860296669_430901_430902_34706,AA 6555612,AA 655612
860296669_430929_430930_33519,AZE 68327442,AZE 68327442
860296669_430969_430970_32701,2AB011O,2AB011O
860296669_430971_430972_32899,W741M93,W741M93
860296669_430995_430996_33587,AZE 83326549,AZE 83326549
860296669_431001_431002_32310,171V928,171V928
860296669_431015_431016_33499,AZE 58198536,AZE 58198536
860296669_431027_431028_32224,4642240,4642240
860296669_431099_431100_32843,J4K1X96,J4K1X96
860296669_431117_431118_32314,1K7X757,1K7X757
860296669_431135_431136_34212,AA 4242551,AA 4242551
763941567_431165_431170_33906,AZE 98924335,AZE 98924335
763941567_431184_431186_34681,AA 8475139,AA 8475139
860296669_431208_431211_34751,AA 7361652,AA 7361652
1269496718_431312_431313_33126,F0Z6JFL,F0Z6JFL
763941567_431357_431358_34891,AA 6895584,AA 6895584
1269496718_431375_431378_33658,AZE 94942482,AZE 94942482
1269496718_431395_431397_32688,F729VZ1,F729VZ1
763941567_431398_431402_33465,AZE 28244858,AZE 28244858
1269496718_431401_431404_33079,FLP8RIF,FLP8RIF
763941567_431417_431420_33016,QHPL2UC,QHPL2UC
763941567_431426_431432_34272,AA 2657462,AA 2657462
763941567_431475_431478_33617,AZE 53748793,AZE 53748793
1269496718_431487_431488_34410,AA 8499982,AA 8499982
763941567_431529_431532_34760,AA 9131245,AA 9131245
763941567_431537_431540_32529,U90AUC9,U90AUC9
1269496718_431554_431556_32485,B0354BQ,B0354BQ
1269496718_431643_431644_33220,AZE 88492541,AZE 88492541
1269496718_431673_431674_34890,AA 1673484,AA 1673484
1269496718_431676_431679_33828,AZE 63223181,AZE 63223181
1269496718_431684_431688_32190,T73ECZV,T737CZV
1269496718_431733_431734_34755,AA 4742692,AA 4742692
763941567_431753_431756_34521,AA 4645189,AA 4645189
763941567_431769_431771_33842,AZE 78881492,AZE 78881492
1269496718_431831_431832_33616,AZE 76618555,AZE 76618555
1269496718_431868_431871_34022,AZE 74722579,AZE 74722579
2016758610_431882_431883_34202,AA 4692815,AA 4692815
1269496718_431878_431885_33375,AZE 75659217,AZE 75659217
1269496718_431898_431899_34426,AA 3796869,AA 3796869
1269496718_431919_431920_32649,9GGR99B,9GGR99B
1269496718_431978_431979_32513,07Z1FN2,07Z1FN2
1269496718_431984_431985_32692,CGN3Q42,CGN3Q42
1269496718_432002_432003_32209,QIX7YY2,QIX7YY2
1269496718_432034_432035_34924,AA 9465347,AA 9465347
1269496718_432050_432051_35008,AA 8291417,AA 8291417
1269496718_432058_432059_34939,AA 9961648,AA 9961648
1269496718_432105_432106_33187,AZE 61587765,AZE 61587765
912272968_432215_432216_34487,AA 2841958,AA 2841958
763941567_432277_432278_32399,HVJ2UU6,HVJ2UU6
763941567_432287_432288_32734,YCULERM,YCULERM
919361428_432349_432352_32534,2G0Q286,2G0Q286
763941567_432351_432354_34315,AA 5216422,AA 5216422
919361428_432353_432356_34388,AA 4929144,AA 4929144
919361428_432357_432362_33417,AZE 97519174,AZE 97519174
919361428_432371_432376_32878,AK42Z5Z,AK42Z5Z
919361428_432377_432380_32611,26NXXPM,26NXXPM
763941567_432379_432382_32555,A47Q6OG,A47Q6OG
763941567_432383_432386_34425,AA 4133863,AA 4133863
763941567_432403_432406_34310,AA 5588133,AA 5588133
763941567_432407_432412_33410,AZE 57341343,AZE 57341343
919361428_432411_432414_33809,AZE 29957184,AZE 29957184
919361428_432415_432418_32954,H3CRF80,H3CRF80
919361428_432471_432474_34341,AA 2722344,AA 2722344
919361428_432524_432526_34373,AA 2843779,AA 2843779
919361428_432533_432534_34493,AA 3358166,AA 3358166
1269496718_432562_432566_32968,JM82QT8,JM82QT8
763941567_432563_432567_33335,AZE 17345181,AZE 17345181
1051072005_432603_432604_33336,AZE 78575446,AZE 78575446
1051072005_432607_432608_35119,AA 1243276,AA 1243276
1051072005_432675_432678_34384,AA 1645426,AA 1645426
1051072005_432689_432692_33096,1A0U8DV,1A0U8DV
1051072005_432716_432720_34035,AZE 88552292,AZE 88552292
954206432_432725_432730_33062,MBJCICQ,MBJCICQ
1051072005_432729_432732_35147,AA 7215953,AA 7215953
1051072005_432749_432750_32934,6I1I9N7,6I1I9N7
954206432_432782_432787_32492,KSBCX52,KSBCX52
954206432_432841_432843_33191,AZE 97951827,AZE 97951827
1051072005_432844_432846_32400,94879JD,94879JD
1051072005_432861_432862_34336,AA 3356846,AA 3356846
954206432_432859_432864_34107,AZE 84156271,AZE 84156271
1051072005_432900_432904_35141,AA 8948965,AA 8948965
1051072005_432914_432918_34766,AA 6821336,AA 6821336
954206432_433000_433002_34718,AA 4167665,AA 4167665
1051072005_433027_433028_34207,AA 2151249,AA 2151249
1051072005_433061_433063_33537,AZE 69795999,AZE 69795999
1051072005_433066_433067_33956,AZE 87693814,AZE 87693814
1051072005_433084_433087_32356,P9EH1TT,P9YH1TT
1269496718_433086_433089_35135,AA 1631968,AA 1631968
1051072005_433147_433151_32233,V8229KT,V8229KT
1269496718_433157_433160_34472,AA 6219574,AA 6219574
1051072005_433169_433170_32865,Y1MEO2C,Y1MEO2C
1051072005_433188_433192_35009,AA 4922874,AA 4922874
1269496718_433225_433228_34372,AA 1365534,AA 1365534
1269496718_433241_433242_34275,AA 5951346,AA 5951346
1269496718_433268_433272_32840,BV5P4ZC,BV5P4ZC
912272968_433276_433283_32953,HQL831U,HQL831U
1269496718_433360_433363_32180,6A9US8X,6A9US8X
1051072005_433390_433396_33337,AZE 99686723,AZE 99686723
1051072005_433404_433428_33897,AZE 28473358,AZE 28473358
1269496718_433489_433494_33944,AZE 89685966,AZE 89685966
1051072005_433560_433566_34499,AA 6529239,AA 6529239
1269496718_433649_433655_34093,AZE 62853654,AZE 62853654
1269496718_433691_433696_34711,AA 8721243,AA 8721243
1269496718_433741_433744_32687,I41E9P0,I41E9P0
1269496718_433753_433760_34256,AA 7313946,AA 7313946
912272968_433757_433764_33254,AZE 94128935,AZE 94128935
1051072005_433775_433779_32542,R1NSNWP,R1NSNWP
912272968_433803_433810_33981,AZE 34647882,AZE 34647882
1051072005_433817_433820_32925,3I385DI,3I385DI
912272968_433896_433900_33509,AZE 75556267,AZE 75556267
1269496718_433919_433922_33627,AZE 76856947,AZE 76856947
912272968_433985_433986_33252,AZE 79936168,AZE 79936168
912272968_434012_434015_33907,AZE 49919776,AZE 49919776
912272968_434020_434023_34377,AA 2668894,AA 2668894
912272968_434066_434069_32618,VJNFAZP,VJNFAZP
912272968_434076_434077_34464,AA 6468755,AA 6468755
1051072005_434090_434091_34290,AA 7724191,AA 7724191
912272968_434098_434103_34362,AA 9421965,AA 9421965
912272968_434153_434157_32345,48E5FD3,48E5FD3
912272968_434158_434161_32494,KQI08G3,KQI08G3
1051072005_434203_434206_32372,M7FCGAL,M7FCGAL
1051072005_434208_434209_34968,AA 3652133,AA 3652133
1051072005_434258_434259_32650,47QG0W2,47QG0W2
912272968_434264_434269_33237,AZE 39724692,AZE 39724692
1051072005_434272_434273_34466,AA 2264426,AA 2264426
1051072005_434288_434291_33194,AZE 56343331,AZE 56343331
1051072005_434304_434305_32279,22H2NH1,22H2NH1
912272968_434355_434360_33554,AZE 27386361,AZE 27386361
1051072005_434373_434376_34818,AA 7328533,AA 7328533
912272968_434391_434395_34424,AA 7192882,AA 7192882
1051072005_434396_434398_32817,6YRJO26,6YRJO26
912272968_434401_434405_34168,AA 3951779,AA 3951779
1051072005_434423_434426_32491,73EXSH3,73YXSH3
1051072005_434433_434436_33585,AZE 53927661,AZE 53927661
912272968_434491_434495_34826,AA 1516623,AA 1516623
912272968_434502_434506_35016,AA 4456625,AA 4456625
1051072005_434549_434552_33747,AZE 65514442,AZE 65514442
1051072005_434645_434646_34490,AA 6768588,AA 6768588
1051072005_434651_434652_34915,AA 1767951,AA 1767951
1051072005_434659_434660_34287,AA 7374157,AA 7374157
1051072005_434737_434738_32609,W4HLEH2,W4HLEH2
1051072005_434755_434756_33816,AZE 61562368,AZE 61562368
1051072005_434769_434770_35114,AA 5911182,AA 5911182
912272968_434787_434788_34238,AA 2735941,AA 2735941
912272968_434825_434826_32975,W4JDHOR,W4JDHOR
568204248_434835_434836_34131,AZE 97344814,AZE 97344814
568204248_434873_434874_33308,AZE 23489681,AZE 23489681
568204248_434883_434884_34770,AA 9534293,AA 9534293
568204248_434929_434930_34804,AA 2933855,AA 2933855
568204248_434955_434958_33914,AZE 23444517,AZE 23444517
568204248_434977_434980_33064,8B0O8ZK,8B0O8ZK
568204248_435017_435018_34716,AA 9626436,AA 9626436
1269496718_435073_435078_33466,AZE 15249346,AZE 15249346
912272968_435077_435082_34753,AA 4312541,AA 4312541
1269496718_435097_435102_34367,AA 2285988,AA 2285988
1269496718_435137_435148_34085,AZE 36354172,AZE 36354172
568204248_435226_435229_34094,AZE 39756986,AZE 39756986
619589413_435341_435346_33136,ZVI6T8V,ZVI6T8V
568204248_435359_435365_35055,AA 9764537,AA 9764537
568204248_435368_435380_33504,AZE 57249557,AZE 57249557
568204248_435381_435386_33611,AZE 94996452,AZE 94996452
619589413_435383_435392_33665,AZE 41636551,AZE 41636551
568204248_435408_435414_34194,AA 3473148,AA 3473148
341881303_435426_435442_34328,AA 2872697,AA 2872697
912272968_435437_435447_35140,AA 7656753,AA 7656753
341881303_435474_435485_33429,AZE 26193815,AZE 26193815
568204248_435491_435497_34764,AA 8949378,AA 8949378
1269496718_435502_435511_34068,AZE 51836468,AZE 51836468
568204248_435518_435523_33198,AZE 52933361,AZE 52933361
1269496718_435554_435561_33022,LDMCM8U,LDMCM8U
341881303_435564_435578_32333,2O8M40R,2O8M40R
619589413_435558_435597_34611,AA 4882963,AA 4882963
1269496718_435619_435626_34432,AA 6269256,AA 6269256
568204248_435622_435628_33712,AZE 36328897,AZE 36328897
341881303_435617_435632_34600,AA 1777827,AA 1777827
568204248_435668_435671_34324,AA 2615867,AA 2615867
912272968_435725_435730_33569,AZE 75531767,AZE 75531767
1269496718_435729_435732_33046,3J29502,3C29502
912272968_435735_435744_32363,57BVLF2,57BVLF2
619589413_435757_435765_32767,9S84M5I,9S84M5I
619589413_435788_435796_33978,AZE 79683395,AZE 79683395
912272968_435805_435814_34609,AA 5893285,AA 5893285
568204248_435836_435846_32915,WK1FE25,WK1FE25
568204248_435877_435881_33109,N3CI1P3,N3CI1P3
568204248_435909_435915_35017,AA 8579113,AA 8579113
860296669_435932_435946_33069,UDAW645,UDAW645
568204248_435973_435983_33115,24S3K3E,24S3K3Y
341881303_435991_436003_34967,AA 1268649,AA 1268649
912272968_436031_436039_32453,VIGF7Y7,VIGF7Y7
1269496718_436138_436146_34549,AA 5363939,AA 5363939
912272968_436153_436167_33839,AZE 63196399,AZE 63196399
619589413_436155_436177_32589,40528Q2,40528Q2
568204248_436178_436187_32854,O4VO15R,O4VO15R
619589413_436184_436190_32699,2NN3923,2NN3923
619589413_436223_436231_33372,AZE 98216727,AZE 98216727
568204248_436229_436233_32532,3VNBMVH,3VNBMVH
568204248_436254_436261_33631,AZE 26544431,AZE 26544431
619589413_436308_436309_34619,AA 7249747,AA 7249747
619589413_436328_436333_34098,AZE 48727635,AZE 48727635
912272968_436329_436338_32381,U3BB60Z,U3BB60Z
860296669_436363_436384_34670,AA 2534981,AA 2534981
860296669_436464_436475_32702,BZ04506,BZ04506
619589413_436471_436481_34580,AA 4699335,AA 4699335
912272968_436489_436497_35018,AA 3422673,AA 3422673
1269496718_436484_436501_34577,AA 3455239,AA 3455239
568204248_436528_436537_33858,AZE 62798739,AZE 62798739
619589413_436550_436558_34447,AA 8165833,AA 8165833
619589413_436584_436589_34235,AA 7783299,AA 7783299
619589413_436591_436599_33751,AZE 99815139,AZE 99815139
619589413_436625_436630_34439,AA 1671582,AA 1671582
568204248_436637_436643_34119,AZE 26726393,AZE 26726393
341881303_436638_436644_34510,AA 7447336,AA 7447336
341881303_436659_436665_32797,PQUL5TY,PGUL5TY
619589413_436676_436680_32556,44HU4G3,44HU4G3
568204248_436716_436727_32405,74393Z5,74393Z5
341881303_436724_436735_32347,I865U6B,I865U6B
1269496718_436730_436739_33802,AZE 55148887,AZE 55148887
1269496718_436740_436749_32708,UTKF69H,UTKF69H
341881303_436766_436781_32976,5Q1CPX4,5Q1CPX4
619589413_436786_436793_34728,AA 7683249,AA 7683249
912272968_436784_436800_32994,808RWH6,808RWH6
1269496718_436824_436834_34380,AA 1365751,AA 1365751
912272968_436823_436837_34295,AA 6363439,AA 6363439
619589413_436928_436935_33093,I3RT3TF,I3RT3TF
860296669_436923_436941_34585,AA 4539255,AA 4539255
860296669_436944_436951_32436,LL543N0,LL543N0
568204248_436946_436953_33895,AZE 99452656,AZE 99452656
619589413_436956_436965_34392,AA 5475162,AA 5475162
619589413_437008_437021_32321,57IB62C,57IB62C
568204248_437028_437035_32237,32ZVM54,32ZVM54
1269496718_437128_437141_33157,71E391Q,71E391Q
568204248_437155_437158_34141,AZE 82593719,AZE 82593719
1269496718_437206_437215_32495,BUS2954,BUS2954
912272968_437237_437247_35100,AA 9794689,AA 9794689
713611046_437234_437252_33555,AZE 39536483,AZE 39536483
341881303_437287_437295_33374,AZE 77524717,AZE 77524717
1269496718_437290_437300_34855,AA 8183727,AA 8183727
860296669_437293_437310_34417,AA 8626366,AA 8626366
912272968_437335_437343_33189,AZE 22375527,AZE 22375527
341881303_437410_437421_34506,AA 7943953,AA 7943953
568204248_437422_437427_33596,AZE 59779634,AZE 59779634
912272968_437436_437441_34210,AA 6626583,AA 6626583
619589413_437445_437451_33613,AZE 72343495,AZE 72343495
619589413_437500_437507_34583,AA 9924247,AA 9924247
568204248_437574_437579_33188,AZE 54273584,AZE 54273584
912272968_437582_437591_34591,AA 4286346,AA 4286346
568204248_437600_437607_34740,AA 4283599,AA 4283599
568204248_437636_437643_34198,AA 5498738,AA 5498738
568204248_437680_437687_34741,AA 1259465,AA 1259465
619589413_437701_437709_33242,AZE 75545319,AZE 75545319
713611046_437717_437728_34564,AA 7894661,AA 7894661
619589413_437740_437747_32428,3NQJD67,3NQJD67
568204248_437741_437753_32773,T1445K8,T1445K8
568204248_437754_437767_34562,AA 2354437,AA 2354437
568204248_437833_437839_34063,AZE 67747772,AZE 67747772
912272968_437855_437863_33637,AZE 32347522,AZE 32347522
912272968_437864_437870_34833,AA 4545836,AA 4545836
713611046_437867_437914_32244,3C2MBTB,3C2MBTB
568204248_437921_437924_35084,AA 9878293,AA 9878293
568204248_437937_437942_33776,AZE 88758369,AZE 88758369
568204248_438002_438005_33120,T55NUM0,T55NUM0
568204248_438026_438033_35128,AA 3921432,AA 3921432
912272968_438046_438059_33339,AZE 61126331,AZE 61126331
568204248_438158_438164_34262,AA 7159869,AA 7159869
912272968_438175_438179_34935,AA 1845289,AA 1845289
568204248_438172_438181_33039,6330I89,6330I89
912272968_438192_438198_33886,AZE 85768626,AZE 85768626
912272968_438206_438211_32620,26T6JRP,26T6JRP
568204248_438226_438232_35051,AA 4863253,AA 4863253
341881303_438270_438278_33421,AZE 12628746,AZE 12628746
341881303_438301_438307_33890,AZE 59242195,AZE 59242195
568204248_438437_438439_32707,3C9S1AW,3C9S1AW
568204248_438480_438483_34233,AA 6286286,AA 6286286
568204248_438540_438541_33789,AZE 45887756,AZE 45887756
341881303_438563_438569_33352,AZE 31967246,AZE 31967246
341881303_438585_438589_32354,1M53ZKC,1M53ZKC
568204248_438599_438601_32183,1MN8EDL,1MN8EDL
341881303_438614_438615_33721,AZE 37685376,AZE 37685376
341881303_438627_438629_32398,4EHZ315,4YHZ315
619589413_438690_438693_34786,AA 9898519,AA 9898519
619589413_438703_438705_33501,AZE 95844352,AZE 95844352
619589413_438711_438714_34708,AA 1322171,AA 1322171
619589413_438742_438745_32506,862HIHX,862HIHX
568204248_438748_438749_34914,AA 4964972,AA 4964972
341881303_438768_438777_33373,AZE 78431925,AZE 78431925
341881303_438818_438829_32849,6L5WJ1W,6L5WJ1W
619589413_438838_438841_33553,AZE 35365627,AZE 35365627
619589413_438874_438880_34731,AA 3762426,AA 3762426
341881303_438894_438901_34186,AA 1479165,AA 1479165
619589413_438945_438949_34507,AA 9296473,AA 9296473
341881303_438946_438951_32890,855SRS6,855SRS6
619589413_438972_438973_32671,7D68558,7D68558
568204248_438989_438995_35063,AA 6123622,AA 6123622
568204248_439008_439009_33865,AZE 82351565,AZE 82351565
619589413_439036_439043_32639,D8SX978,D8SX978
568204248_439050_439055_33964,AZE 96477644,AZE 96477644
619589413_439059_439063_33161,3A29K5H,3A29K5H
568204248_439078_439081_34969,AA 9973564,AA 9973564
341881303_439116_439123_34535,AA 1432918,AA 1432918
568204248_439136_439137_34515,AA 2685895,AA 2685895
568204248_439154_439160_34057,AZE 12853875,AZE 12853875
619589413_439182_439184_33812,AZE 63461916,AZE 63461916
619589413_439198_439199_34494,AA 9774818,AA 9774818
341881303_439196_439203_33223,AZE 21292627,AZE 21292627
568204248_439214_439220_33202,AZE 52149836,AZE 52149836
619589413_439228_439235_33472,AZE 17434876,AZE 17434876
341881303_439255_439261_32920,59K1PBI,59K1BBI
619589413_439304_439309_33763,AZE 11592599,AZE 11592599
619589413_439326_439329_34115,AZE 97822853,AZE 97822853
341881303_439370_439377_33271,AZE 18654986,AZE 18654986
568204248_439374_439378_34368,AA 4996496,AA 4996496
568204248_439418_439423_34865,AA 9496922,AA 9496922
568204248_439510_439513_33245,AZE 46731887,AZE 46731887
568204248_439514_439518_33341,AZE 12716438,AZE 12716438
619589413_439532_439533_33011,575P2DQ,575P2DQ
568204248_439536_439542_32614,EVGRH57,EVGRH57
341881303_439571_439578_33345,AZE 55294792,AZE 55294792
619589413_439603_439608_34627,AA 9874237,AA 9874237
619589413_439610_439618_33488,AZE 46136975,AZE 4616975
341881303_439640_439645_32328,685P7US,685P7US
341881303_439675_439683_32750,U7H5940,U7H5940
619589413_439680_439685_32749,QKNH36R,QKNH36R
341881303_439705_439709_32632,RR8FV07,RR8FV07
619589413_439714_439719_34319,AA 8776134,AA 8776134
568204248_439772_439773_33224,AZE 46487835,AZE 46487835
568204248_439816_439818_34429,AA 7926317,AA 7926317
619589413_439819_439826_33002,9RILZ1S,9RILZ1S
568204248_439873_439877_34479,AA 2232713,AA 2232713
341881303_439880_439886_34166,AA 3787429,AA 3787429
568204248_439884_439889_35004,AA 9361618,AA 9361618
619589413_439887_439899_32343,2FE4F1N,2FE4F1N
568204248_439906_439911_33937,AZE 69612853,AZE 69612853
619589413_439926_439930_32409,LJL2OJ6,LJL2OJ6
341881303_439931_439938_34470,AA 5469622,AA 5469622
568204248_439952_439957_34524,AA 8297452,AA 8297452
568204248_439996_440000_32348,5L30FJY,5L30FJY
568204248_440143_440145_34436,AA 1379461,AA 1379461
341881303_440158_440163_34785,AA 3961948,AA 3961948
568204248_440174_440179_33935,AZE 85412385,AZE 85412385
568204248_440180_440185_32881,4ZTRQY0,4ZTRQY0
568204248_440207_440212_34431,AA 9965468,AA 9965468
619589413_440239_440240_32788,5Q3D0S3,5Q3D0S3
341881303_440289_440297_34282,AA 6834231,AA 6834231
341881303_440344_440352_34669,AA 3875684,AA 3875684
568204248_440350_440355_32312,A9U0SN6,A9U0SN6
341881303_440430_440441_33709,AZE 85211723,AZE 85211723
619589413_440478_440481_33545,AZE 59493151,AZE 59493151
619589413_440491_440497_34643,AA 4662723,AA 4662723
619589413_440498_440505_33984,AZE 69644356,AZE 69644356
619589413_440507_440511_34438,AA 5371635,AA 5371635
341881303_440504_440512_34322,AA 6869837,AA 6869837
568204248_440528_440533_34227,AA 5716741,AA 5716741
341881303_440556_440563_33408,AZE 35637844,AZE 35637844
341881303_440632_440637_32173,37Q19F8,37Q19F8
568204248_440648_440653_34221,AA 6854437,AA 6854437
619589413_440668_440672_34419,AA 7694317,AA 7694317
341881303_440682_440685_32820,NK464T7,NK464T7
