audio,audio_filepath,data_type,transcription
705098248_420861_420862_29884,/train/date/voices/705098248_420861_420862_29884.ogg,dat,05.10.1922
713611046_438056_438064_27469,/train/date/voices/713611046_438056_438064_27469.ogg,dat,2012-ci ilin avgustun 5-i
329749591_485238_485249_30066,/train/date/voices/329749591_485238_485249_30066.ogg,dat,әкті нөкті нөкті қимин илмі үй
828296631_467835_467842_32150,/train/date/voices/828296631_467835_467842_32150.ogg,dat,үкімін алтының март айы
539261624_452827_452836_31436,/train/date/voices/539261624_452827_452836_31436.ogg,dat,85-i mayayı
1268975918_425266_425267_28839,/train/date/voices/1268975918_425266_425267_28839.ogg,dat,"Нұйабрын 19-у, 1912-ci ил."
5591209497_451502_451509_28548,/train/date/voices/5591209497_451502_451509_28548.ogg,dat,июнің on bir-i 1987-ci il
1013880018_472597_472614_29748,/train/date/voices/1013880018_472597_472614_29748.ogg,dat,08 05 1988
5591209497_456795_456805_28363,/train/date/voices/5591209497_456795_456805_28363.ogg,dat,апрель-in onkisi iki min on dördüncü il
1229817727_458114_458126_27185,/train/date/voices/1229817727_458114_458126_27185.ogg,dat,1944 ilin yanvarın 29
539261624_459039_459047_30421,/train/date/voices/539261624_459039_459047_30421.ogg,dat,21 май 1960
575298922_445994_446001_30755,/train/date/voices/575298922_445994_446001_30755.ogg,dat,6. oktyöbri 1917.
1128232293_465536_465548_31451,/train/date/voices/1128232293_465536_465548_31451.ogg,dat,тоқсан бәшін ноябрайы
976055738_446967_446977_29892,/train/date/voices/976055738_446967_446977_29892.ogg,dat,14. May 1968
1043664892_429129_429130_30209,/train/date/voices/1043664892_429129_429130_30209.ogg,dat,30 februar min 975
954206432_426125_426126_30396,/train/date/voices/954206432_426125_426126_30396.ogg,dat,20 январ 1906
809763511_442874_442875_27466,/train/date/voices/809763511_442874_442875_27466.ogg,dat,миндокүз ондокүзін зейден мартын оналтысы
1051072005_433459_433467_29841,/train/date/voices/1051072005_433459_433467_29841.ogg,dat,29 05 1947
912272968_435769_435778_30967,/train/date/voices/912272968_435769_435778_30967.ogg,dat,беш сентябр құлымен дұқұлым
568204248_438372_438373_30676,/train/date/voices/568204248_438372_438373_30676.ogg,dat,сәкгіз февралын 1974-ті
527731854_460445_460450_29272,/train/date/voices/527731854_460445_460450_29272.ogg,dat,"0108, чем 07?"
671891258_422254_422257_30029,/train/date/voices/671891258_422254_422257_30029.ogg,dat,23 01 2008
976055738_453531_453536_29245,/train/date/voices/976055738_453531_453536_29245.ogg,dat,31 Mart 2010
1347919237_484690_484693_27763,/train/date/voices/1347919237_484690_484693_27763.ogg,dat,1968-ci ilin aprilinin 6-sı
568204248_436942_436945_30350,/train/date/voices/568204248_436942_436945_30350.ogg,dat,2 марта 995
1009209372_485381_485385_31158,/train/date/voices/1009209372_485381_485385_31158.ogg,dat,"Ұн сәтсіз үйін, 1900."
640339050_467929_467941_30833,/train/date/voices/640339050_467929_467941_30833.ogg,dat,етті иыл 1919
860296669_436534_436543_27637,/train/date/voices/860296669_436534_436543_27637.ogg,dat,өзі құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл қ
341881303_442355_442358_31639,/train/date/voices/341881303_442355_442358_31639.ogg,dat,24 April ayı
892642911_471034_471047_27262,/train/date/voices/892642911_471034_471047_27262.ogg,dat,міндокүз етміштөрдіңіз ілін январын ермедокүзі
619589413_438922_438927_30057,/train/date/voices/619589413_438922_438927_30057.ogg,dat,25.07.2007
1229817727_470412_470438_30174,/train/date/voices/1229817727_470412_470438_30174.ogg,dat,отыз ел миндокүйіз қарқын
1347919237_442897_442898_29510,/train/date/voices/1347919237_442897_442898_29510.ogg,dat,04 04 1982
1150481435_414240_414244_30538,/train/date/voices/1150481435_414240_414244_30538.ogg,dat,29 fevral 1980
575298922_418609_418610_27606,/train/date/voices/575298922_418609_418610_27606.ogg,dat,миндоккүйцүз ондоккүзінcü ілін декабырын оникісі
1269496718_432048_432049_29629,/train/date/voices/1269496718_432048_432049_29629.ogg,dat,10.08.2018
5196964268_475990_476000_28945,/train/date/voices/5196964268_475990_476000_28945.ogg,dat,yanvarın 6-ı 1953-cü il
426881765_465388_465410_31491,/train/date/voices/426881765_465388_465410_31491.ogg,dat,2004-ді апрель айы
5028632961_419878_419881_31274,/train/date/voices/5028632961_419878_419881_31274.ogg,dat,Əkçən altını noya burayı
954206432_417760_417761_27314,/train/date/voices/954206432_417760_417761_27314.ogg,dat,икимін аңбешінде ілін майын онбеші
1043664892_429668_429669_31792,/train/date/voices/1043664892_429668_429669_31792.ogg,dat,On dokuzun fevral ayı.
815993798_457374_457377_31300,/train/date/voices/815993798_457374_457377_31300.ogg,dat,Kyrk tún mye abræ
910545275_415115_415116_29984,/train/date/voices/910545275_415115_415116_29984.ogg,dat,07-05-2020
5028632961_420297_420298_30445,/train/date/voices/5028632961_420297_420298_30445.ogg,dat,4 mart 1957
910545275_414224_414225_29658,/train/date/voices/910545275_414224_414225_29658.ogg,dat,1907 1999
1043664892_447063_447066_27385,/train/date/voices/1043664892_447063_447066_27385.ogg,dat,1950'li fevralın 4'dü.
815993798_466806_466834_31900,/train/date/voices/815993798_466806_466834_31900.ogg,dat,Өйтіңізді қалай
1082554792_478824_478835_31023,/train/date/voices/1082554792_478824_478835_31023.ogg,dat,8-й ил 1966
1269496718_433915_433918_31159,/train/date/voices/1269496718_433915_433918_31159.ogg,dat,28 oktyabr 1973
763941567_460808_460814_30213,/train/date/voices/763941567_460808_460814_30213.ogg,dat,6-ый июня 1985
671891258_422812_422813_31021,/train/date/voices/671891258_422812_422813_31021.ogg,dat,28 oktyabr 1916
892642911_456266_456274_29493,/train/date/voices/892642911_456266_456274_29493.ogg,dat,20-807-1922
1269496718_435416_435419_30133,/train/date/voices/1269496718_435416_435419_30133.ogg,dat,011940
1268975918_426077_426078_31904,/train/date/voices/1268975918_426077_426078_31904.ogg,dat,37'nin May ayı.
763941567_451184_451191_30240,/train/date/voices/763941567_451184_451191_30240.ogg,dat,12 may 1931.
713611046_482965_482978_29903,/train/date/voices/713611046_482965_482978_29903.ogg,dat,сіпір еті сіпір алты міндокүзүз доқсан докүз
1269496718_432157_432158_31961,/train/date/voices/1269496718_432157_432158_31961.ogg,dat,38. dekabr ayı
671891258_422794_422795_31213,/train/date/voices/671891258_422794_422795_31213.ogg,dat,2000-nin iyun ayı
828296631_464392_464400_29152,/train/date/voices/828296631_464392_464400_29152.ogg,dat,İyulunun 8963-cü il
912272968_437778_437783_31269,/train/date/voices/912272968_437778_437783_31269.ogg,dat,38-і ноябр айы
919361428_429872_429875_31569,/train/date/voices/919361428_429872_429875_31569.ogg,dat,Өйтәлі құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құ
1269496718_441224_441229_28085,/train/date/voices/1269496718_441224_441229_28085.ogg,dat,1962-ци ілін илін онуы
1150481435_414474_414475_29920,/train/date/voices/1150481435_414474_414475_29920.ogg,dat,10-05-2004
314849420_421904_421905_30270,/train/date/voices/314849420_421904_421905_30270.ogg,dat,3 Mart 1938
860296669_466683_466695_28652,/train/date/voices/860296669_466683_466695_28652.ogg,dat,SENTYABRIN 14-DÜ 1936-cı il
815993798_454011_454020_30189,/train/date/voices/815993798_454011_454020_30189.ogg,dat,ермі дөрт үйіл қында
1043664892_430052_430053_31407,/train/date/voices/1043664892_430052_430053_31407.ogg,dat,72-нің март айы
1297961140_471358_471361_30540,/train/date/voices/1297961140_471358_471361_30540.ogg,dat,14 fevral 2000
619589413_441367_441368_30664,/train/date/voices/619589413_441367_441368_30664.ogg,dat,3 April 1912
5440156582_417710_417711_27853,/train/date/voices/5440156582_417710_417711_27853.ogg,dat,1901-інде оқтайын 11-і.
640339050_476551_476564_32067,/train/date/voices/640339050_476551_476564_32067.ogg,dat,Otuz səkkizin fevral ayı
763941567_455758_455765_31202,/train/date/voices/763941567_455758_455765_31202.ogg,dat,2007-nin marta
910545275_415009_415010_28214,/train/date/voices/910545275_415009_415010_28214.ogg,dat,Oktyabrın biri 1939-cu il
892642911_469351_469359_29166,/train/date/voices/892642911_469351_469359_29166.ogg,dat,11.03.2014
341881303_440448_440450_31230,/train/date/voices/341881303_440448_440450_31230.ogg,dat,55. April ayı
1128232293_465031_465047_31069,/train/date/voices/1128232293_465031_465047_31069.ogg,dat,ермінбеш декабр миндокүз үйіркдокүз
1009209372_484868_484869_31831,/train/date/voices/1009209372_484868_484869_31831.ogg,dat,Қазірген құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл құрыл
1051072005_444204_444205_28051,/train/date/voices/1051072005_444204_444205_28051.ogg,dat,міндікүйістік қырсы әкенінші үйлі майын ермің еттісі
1269496718_433122_433125_30789,/train/date/voices/1269496718_433122_433125_30789.ogg,dat,16 декабр 1960 етті
809763511_483995_484000_29947,/train/date/voices/809763511_483995_484000_29947.ogg,dat,On doqquz nöqtə sıfır bir nöqtə min doqquz yüz on bir.
1878274529_449633_449637_29890,/train/date/voices/1878274529_449633_449637_29890.ogg,dat,10-01-1902
763941567_457445_457452_29541,/train/date/voices/763941567_457445_457452_29541.ogg,dat,"07, 08, min d'ocos altumes pês"
5591209497_455988_455995_31532,/train/date/voices/5591209497_455988_455995_31532.ogg,dat,Əlli-yetinnindir qabr aði
892642911_470221_470233_29802,/train/date/voices/892642911_470221_470233_29802.ogg,dat,30011975
1051072005_444155_444156_28300,/train/date/voices/1051072005_444155_444156_28300.ogg,dat,Yanvarın 27-si 1945-ci il
763941567_455468_455474_28955,/train/date/voices/763941567_455468_455474_28955.ogg,dat,"Səntyabrın ikisi, iki min dördüncü eil."
1297961140_460876_460882_30180,/train/date/voices/1297961140_460876_460882_30180.ogg,dat,That's right. 22 February 2005.
763941567_458209_458215_31854,/train/date/voices/763941567_458209_458215_31854.ogg,dat,Sexen dövde en jam bara.
919361428_427179_427180_30045,/train/date/voices/919361428_427179_427180_30045.ogg,dat,0603 1927
828296631_467321_467332_31445,/train/date/voices/828296631_467321_467332_31445.ogg,dat,Altı meştik terskizin may ayı.
912272968_434609_434612_31142,/train/date/voices/912272968_434609_434612_31142.ogg,dat,алты декабр миндокүзүз әллі
671891258_477222_477238_31175,/train/date/voices/671891258_477222_477238_31175.ogg,dat,Əlli üçün mayaya.
763941567_451606_451609_29229,/train/date/voices/763941567_451606_451609_29229.ogg,dat,Құр беш Құр бір мін ұнғызүз бір
329749591_486992_486993_31415,/train/date/voices/329749591_486992_486993_31415.ogg,dat,མིན བྲང བྲང གིན གིན གིན གིན
1268975918_426280_426281_31010,/train/date/voices/1268975918_426280_426281_31010.ogg,dat,26 май 2009
910545275_415289_415290_27510,/train/date/voices/910545275_415289_415290_27510.ogg,dat,1925-ci ilin aprelin 16-sı
763941567_452012_452019_30917,/train/date/voices/763941567_452012_452019_30917.ogg,dat,Biespă valmi într-o cu suscăvă.
713611046_483032_483043_28130,/train/date/voices/713611046_483032_483043_28130.ogg,dat,2014-cü ilin iyilin 16-sı
809763511_473234_473247_29561,/train/date/voices/809763511_473234_473247_29561.ogg,dat,сұрын алты нөкті сұрын дөрт нөкті миндокүз етміш бір
912272968_434130_434135_32157,/train/date/voices/912272968_434130_434135_32157.ogg,dat,етміш бірін сентябр айы
1082554792_466347_466365_27608,/train/date/voices/1082554792_466347_466365_27608.ogg,dat,2015 yılın 2017'si
809763511_472754_472772_31499,/train/date/voices/809763511_472754_472772_31499.ogg,dat,Səksən üçün mart ay
1051072005_433493_433496_31284,/train/date/voices/1051072005_433493_433496_31284.ogg,dat,31 октябр айым.
892642911_452890_452902_27502,/train/date/voices/892642911_452890_452902_27502.ogg,dat,миндокүзүз доқсан дөрдінді ілін нұн ермі дөрді
329749591_486908_486909_30179,/train/date/voices/329749591_486908_486909_30179.ogg,dat,ой етті август 2021
619589413_441935_441941_30356,/train/date/voices/619589413_441935_441941_30356.ogg,dat,2 yanvar 1927
1013880018_446812_446831_29595,/train/date/voices/1013880018_446812_446831_29595.ogg,dat,26-08-1925
5440156582_417686_417687_28884,/train/date/voices/5440156582_417686_417687_28884.ogg,dat,Январын 21-і 1999-ын сейді
314849420_422205_422208_30115,/train/date/voices/314849420_422205_422208_30115.ogg,dat,16 сентябір 1926
910545275_414052_414053_28924,/train/date/voices/910545275_414052_414053_28924.ogg,dat,"Mayan yirmi altısı, min dokku yüz onun etinci il"
5028632961_420018_420021_30216,/train/date/voices/5028632961_420018_420021_30216.ogg,dat,25 aprel 1970
912272968_434367_434368_31720,/train/date/voices/912272968_434367_434368_31720.ogg,dat,21 ноябрь айым
815993798_468820_468822_29700,/train/date/voices/815993798_468820_468822_29700.ogg,dat,14 05 954
575298922_443228_443229_31422,/train/date/voices/575298922_443228_443229_31422.ogg,dat,Altımış səkkizin noyabr ayı
539261624_459096_459105_27189,/train/date/voices/539261624_459096_459105_27189.ogg,dat,мен докүз күркінші үйлін майын ермей әттісі
1128232293_451430_451438_27464,/train/date/voices/1128232293_451430_451438_27464.ogg,dat,2009 годы февраля 25-е
976055738_449916_449925_32035,/train/date/voices/976055738_449916_449925_32035.ogg,dat,38'in de kabrayı
892642911_423789_423790_27840,/train/date/voices/892642911_423789_423790_27840.ogg,dat,үйінде құрылды құрылды құрылды
314849420_473402_473421_29477,/train/date/voices/314849420_473402_473421_29477.ogg,dat,14 iyun 1939
1043664892_429768_429769_27231,/train/date/voices/1043664892_429768_429769_27231.ogg,dat,1924-йын декабрын он алтысы
